id,city_name,locality_city,locality_town,area_usable,area_total,rooms,floor_is,floor_max,has_balcony,has_elevator,condition_name,listing_quality_score,locality_gpsPrecisionScore,price_current,other_model_estimated_price,our_model_predicted_price,other_model_error,our_model_error,better_model,prediction_error,prediction_error_pct,offer_type,is_active,date_archived
355413,Rožňava,,Rožňava,53.0,53.0,2.0,2.0,5.0,b'\x00',b'\x01',Pôvodný stav,0,0.0,70000.0,76906.48,63200.89274185461,6906.479999999996,6799.107258145392,Our Model,-6799.107258145392,-9.71,1,b'\x01',
355851,Trebišov,,,75.0,75.0,3.0,,,b'\x01',b'\x01',Kompletná rekonštrukcia,4,4.0,141900.0,147332.8,122869.46659624774,5432.799999999988,19030.533403752255,Other Model,-19030.533403752255,-13.41,1,b'\x01',
355977,Snina,,,55.0,67.0,3.0,2.0,2.0,b'\x00',b'\x00',Kompletná rekonštrukcia,10,10.0,50000.0,53110.27,81499.10365499943,3110.269999999997,31499.10365499943,Other Model,31499.10365499943,63.0,1,b'\x01',
355988,Bánovce nad Bebravou,,Bánovce nad Bebravou,72.0,72.0,3.0,5.0,8.0,b'\x00',b'\x01',Kompletná rekonštrukcia,1,1.0,152000.0,131234.37,119063.12833104917,20765.630000000005,32936.87166895083,Other Model,-32936.87166895083,-21.67,1,b'\x01',
356278,Dunajská Streda,,,60.3,66.3,3.0,,4.0,b'\x01',b'\x01',Vo výstavbe / Projekt,1,1.0,136240.0,108917.1,132188.9614046767,27322.899999999994,4051.0385953233053,Our Model,-4051.0385953233053,-2.97,1,b'\x01',
356614,Banská Bystrica,,,78.73,78.73,3.0,,,b'\x00',b'\x00',other,10,10.0,233000.0,,224562.98835052626,,8437.011649473745,No estimate available,-8437.011649473745,-3.62,1,b'\x01',
356714,Žilina,Žilina,,120.0,154.0,3.0,3.0,3.0,b'\x01',b'\x00',Kompletná rekonštrukcia,0,0.0,289900.0,368142.52,299471.3054399506,78242.52000000002,9571.305439950607,Our Model,9571.305439950607,3.3,1,b'\x01',
356801,Ilava,,Dubnica nad Váhom,57.0,57.0,2.0,6.0,13.0,b'\x00',b'\x01',Novostavba,1,1.0,155000.0,157059.56,139953.1198793414,2059.5599999999977,15046.880120658607,Other Model,-15046.880120658607,-9.71,1,b'\x01',
356911,Galanta,,,71.0,71.0,3.0,2.0,2.0,b'\x00',b'\x00',Novostavba,0,0.0,130800.0,,154781.54197333014,,23981.54197333014,No estimate available,23981.54197333014,18.33,1,b'\x01',
356984,Ilava,,Dubnica nad Váhom,80.0,80.0,3.0,6.0,,b'\x01',b'\x01',Pôvodný stav,1,1.0,123900.0,,115789.83211220357,,8110.16788779643,No estimate available,-8110.16788779643,-6.55,1,b'\x01',
357289,Snina,,Snina,73.0,73.0,3.0,6.0,,b'\x00',b'\x00',Čiastočná rekonštrukcia,1,1.0,90000.0,82708.49,90818.42820240842,7291.509999999995,818.4282024084241,Our Model,818.4282024084241,0.91,1,b'\x01',
357616,Považská Bystrica,,Považská Bystrica,75.0,75.0,3.0,,,b'\x01',b'\x00',other,4,4.0,159000.0,165799.32,156084.5250704141,6799.320000000007,2915.4749295859074,Our Model,-2915.4749295859074,-1.83,1,b'\x01',
357845,Žiar nad Hronom,,Žiar nad Hronom,20.0,20.0,1.0,1.0,10.0,b'\x00',b'\x01',Pôvodný stav,1,1.0,28000.0,36039.2,38941.56178051766,8039.199999999997,10941.561780517659,Other Model,10941.561780517659,39.08,1,b'\x01',
361075,Myjava,,Myjava,64.0,64.0,2.0,1.0,1.0,b'\x00',b'\x00',Pôvodný stav,0,0.0,117000.0,104441.63,84770.49658806893,12558.369999999995,32229.503411931073,Other Model,-32229.503411931073,-27.55,1,b'\x01',
361076,Komárno,,Komárno,72.0,72.0,3.0,2.0,,b'\x00',b'\x01',Kompletná rekonštrukcia,1,1.0,138500.0,138307.28,115307.03564022899,192.72000000000116,23192.96435977101,Other Model,-23192.96435977101,-16.75,1,b'\x01',
361097,Bratislava,Bratislava,,64.0,66.8,3.0,2.0,6.0,b'\x01',b'\x01',Novostavba,0,0.0,279000.0,306897.16,243437.70241217085,27897.159999999974,35562.29758782915,Other Model,-35562.29758782915,-12.75,1,b'\x01',
361125,Levice,,Šahy,71.0,71.0,4.0,5.0,,b'\x00',b'\x01',Čiastočná rekonštrukcia,0,0.0,78500.0,81651.92,87823.82504345871,3151.9199999999983,9323.82504345871,Other Model,9323.82504345871,11.88,1,b'\x01',
361131,Banská Štiavnica,,Banská Štiavnica,70.0,70.0,3.0,7.0,7.0,b'\x00',b'\x01',Novostavba,0,0.0,130000.0,,179150.51612833494,,49150.516128334944,No estimate available,49150.516128334944,37.81,1,b'\x01',
361155,Bratislava,Bratislava,,51.0,51.0,2.0,5.0,6.0,b'\x00',b'\x01',Kompletná rekonštrukcia,0,0.0,212000.0,242200.16,213432.9961739364,30200.160000000003,1432.996173936408,Our Model,1432.996173936408,0.68,1,b'\x01',
361169,Bratislava,Bratislava,,100.0,100.0,3.0,3.0,3.0,b'\x00',b'\x00',Novostavba,0,0.0,375000.0,,453392.59391412477,,78392.59391412477,No estimate available,78392.59391412477,20.9,1,b'\x01',
361213,Prešov,Prešov,,105.0,155.5,4.0,2.0,,b'\x01',b'\x00',Kompletná rekonštrukcia,10,10.0,158900.0,,250573.0182662786,,91673.01826627861,No estimate available,91673.01826627861,57.69,1,b'\x01',
361217,Levice,,Levice,98.0,98.0,4.0,9.0,12.0,b'\x00',b'\x01',Pôvodný stav,0,0.0,135000.0,140812.95,131412.874959571,5812.950000000012,3587.125040429004,Our Model,-3587.125040429004,-2.66,1,b'\x01',
361331,Košice,Košice,,42.0,42.0,2.0,2.0,8.0,b'\x00',b'\x01',Kompletná rekonštrukcia,1,1.0,167000.0,160016.8,154101.34030728322,6983.200000000012,12898.659692716785,Other Model,-12898.659692716785,-7.72,1,b'\x01',
361354,Bratislava,Bratislava,,89.0,89.0,5.0,2.0,3.0,b'\x00',b'\x00',Novostavba,0,0.0,310000.0,340355.05,305276.4190612094,30355.04999999999,4723.580938790576,Our Model,-4723.580938790576,-1.52,1,b'\x01',
361386,Trenčín,Trenčín,,56.0,56.0,2.0,4.0,1.0,b'\x00',b'\x01',Novostavba,2,2.0,179000.0,187592.75,163536.9495200393,8592.75,15463.050479960686,Other Model,-15463.050479960686,-8.64,1,b'\x01',
361397,Trenčín,Trenčín,,52.0,52.0,2.0,5.0,1.0,b'\x00',b'\x01',Kompletná rekonštrukcia,3,3.0,174990.0,139606.07,138794.43718211917,35383.92999999999,36195.562817880826,Other Model,-36195.562817880826,-20.68,1,b'\x01',
361405,Bratislava,Bratislava,,66.0,69.0,2.0,2.0,5.0,b'\x01',b'\x01',Čiastočná rekonštrukcia,0,0.0,270000.0,256987.99,247248.68141573409,13012.01000000001,22751.318584265915,Other Model,-22751.318584265915,-8.43,1,b'\x01',
361417,Bratislava,Bratislava,,36.49,38.65,1.0,8.0,11.0,b'\x01',b'\x01',Kompletná rekonštrukcia,0,0.0,179000.0,182633.68,173083.97995422294,3633.679999999993,5916.020045777055,Other Model,-5916.020045777055,-3.31,1,b'\x01',
365057,Piešťany,,Piešťany,60.0,62.0,3.0,8.0,8.0,b'\x00',b'\x01',Kompletná rekonštrukcia,0,0.0,150000.0,159426.02,144871.27601041237,9426.01999999999,5128.723989587626,Our Model,-5128.723989587626,-3.42,1,b'\x01',
365065,Komárno,,Komárno,62.0,62.0,3.0,4.0,,b'\x00',b'\x00',Čiastočná rekonštrukcia,0,0.0,105000.0,86053.84,98348.44312188654,18946.160000000003,6651.556878113464,Our Model,-6651.556878113464,-6.33,1,b'\x01',
365069,Košice,Košice,,74.0,74.0,3.0,5.0,1.0,b'\x00',b'\x01',Čiastočná rekonštrukcia,0,0.0,212900.0,209590.18,220044.09763479384,3309.820000000007,7144.097634793841,Other Model,7144.097634793841,3.36,1,b'\x01',
365095,Rimavská Sobota,,Rimavská Sobota,54.0,54.0,2.0,8.0,8.0,b'\x00',b'\x01',Čiastočná rekonštrukcia,0,0.0,72000.0,70215.39,72374.00058827254,1784.6100000000006,374.00058827253815,Our Model,374.00058827253815,0.52,1,b'\x01',
365098,Vranov nad Topľou,,Vranov nad Topľou,74.0,74.0,3.0,4.0,6.0,b'\x00',b'\x01',Kompletná rekonštrukcia,0,0.0,109900.0,105993.84,118910.6718644438,3906.1600000000035,9010.671864443793,Other Model,9010.671864443793,8.2,1,b'\x01',
365126,Zvolen,,Zvolen,65.0,65.0,3.0,5.0,8.0,b'\x00',b'\x01',Kompletná rekonštrukcia,0,0.0,189900.0,174289.47,143272.36368964362,15610.529999999999,46627.63631035638,Other Model,-46627.63631035638,-24.55,1,b'\x01',
365127,Michalovce,,Michalovce,74.0,74.0,3.0,8.0,8.0,b'\x00',b'\x00',Čiastočná rekonštrukcia,0,0.0,178000.0,,145640.06245524663,,32359.937544753368,No estimate available,-32359.937544753368,-18.18,1,b'\x01',
365130,Košice,Košice,,42.0,48.0,2.0,1.0,7.0,b'\x01',b'\x01',Kompletná rekonštrukcia,0,0.0,156000.0,160784.27,169766.46128840878,4784.2699999999895,13766.461288408784,Other Model,13766.461288408784,8.82,1,b'\x01',
365191,Liptovský Mikuláš,,Liptovský Mikuláš,79.0,79.0,3.0,6.0,7.0,b'\x00',b'\x01',Kompletná rekonštrukcia,0,0.0,250000.0,219194.84,182848.93976580288,30805.160000000003,67151.06023419712,Other Model,-67151.06023419712,-26.86,1,b'\x01',
368691,Banská Bystrica,,,60.0,60.0,2.0,3.0,3.0,b'\x00',b'\x01',Kompletná rekonštrukcia,2,2.0,79990.0,,101435.58953021526,,21445.589530215264,No estimate available,21445.589530215264,26.81,1,b'\x01',
368776,Hlohovec,,,60.0,66.5,2.0,3.0,4.0,b'\x01',b'\x00',Novostavba,0,0.0,117630.0,131269.94,141767.38909259424,13639.940000000002,24137.38909259424,Other Model,24137.38909259424,20.52,1,b'\x01',
368778,Hlohovec,,,63.0,69.2,2.0,4.0,4.0,b'\x01',b'\x00',Novostavba,0,0.0,112045.0,136370.61,148536.78732737846,24325.609999999986,36491.787327378464,Other Model,36491.787327378464,32.57,1,b'\x01',
368781,Hlohovec,,,33.0,81.0,1.0,1.0,4.0,b'\x01',b'\x00',Novostavba,0,0.0,91517.0,90303.5,130783.03396185618,1213.5,39266.033961856185,Other Model,39266.033961856185,42.91,1,b'\x01',
368783,Hlohovec,,,37.0,43.2,1.0,4.0,4.0,b'\x01',b'\x00',Novostavba,0,0.0,99517.0,92891.04,118521.85898530793,6625.960000000006,19004.858985307932,Other Model,19004.858985307932,19.1,1,b'\x01',
368784,Hlohovec,,,37.0,116.0,1.0,1.0,4.0,b'\x01',b'\x00',Novostavba,0,0.0,100007.0,93488.94,155803.98933742853,6518.059999999998,55796.98933742853,Other Model,55796.98933742853,55.79,1,b'\x01',
368905,Dunajská Streda,,,225.0,247.8,5.0,,1.0,b'\x01',b'\x00',Novostavba,0,0.0,199900.0,,256700.64192846054,,56800.641928460536,No estimate available,56800.641928460536,28.41,1,b'\x01',
368978,Spišská Nová Ves,,Spišská Nová Ves,71.0,71.0,3.0,2.0,3.0,b'\x00',b'\x00',Novostavba,0,0.0,168900.0,161932.48,182069.2726828318,6967.5199999999895,13169.272682831797,Other Model,13169.272682831797,7.8,1,b'\x01',
369102,Bratislava,,,71.0,140.0,3.0,1.0,2.0,b'\x01',b'\x00',Novostavba,0,0.0,219900.0,222863.22,239272.01701348426,2963.220000000001,19372.017013484263,Other Model,19372.017013484263,8.81,1,b'\x01',
369157,Bratislava,Bratislava,,111.0,117.93,2.0,2.0,2.0,b'\x00',b'\x00',Kompletná rekonštrukcia,0,0.0,440000.0,522547.19,505710.2879637411,82547.19,65710.28796374111,Our Model,65710.28796374111,14.93,1,b'\x01',
369197,Malacky,,,82.0,86.94,3.0,3.0,3.0,b'\x01',b'\x01',Novostavba,0,0.0,224300.0,253048.95,218808.22155082703,28748.95000000001,5491.778449172969,Our Model,-5491.778449172969,-2.45,1,b'\x01',
369203,Malacky,,,60.0,71.57,2.0,2.0,3.0,b'\x01',b'\x01',Novostavba,0,0.0,131500.0,,190604.84146825765,,59104.841468257655,No estimate available,59104.841468257655,44.95,1,b'\x01',
369265,Malacky,,,73.0,122.12,2.0,1.0,3.0,b'\x01',b'\x01',Novostavba,0,0.0,132500.0,,221179.55577298126,,88679.55577298126,No estimate available,88679.55577298126,66.93,1,b'\x01',
369288,Poprad,,Poprad,76.0,85.5,3.0,7.0,11.0,b'\x01',b'\x01',Novostavba,0,0.0,325000.0,303411.17,247021.25907663873,21588.830000000016,77978.74092336127,Other Model,-77978.74092336127,-23.99,1,b'\x01',
369302,Poprad,,Poprad,51.0,55.5,2.0,7.0,11.0,b'\x01',b'\x01',Novostavba,0,0.0,235000.0,205041.05,179526.6967658245,29958.95000000001,55473.30323417549,Other Model,-55473.30323417549,-23.61,1,b'\x01',
369364,Trenčín,Trenčín,,48.0,48.0,2.0,4.0,7.0,b'\x00',b'\x01',Kompletná rekonštrukcia,0,0.0,138000.0,133410.43,133982.74485560338,4589.570000000007,4017.255144396622,Our Model,-4017.255144396622,-2.91,1,b'\x01',
369433,Dunajská Streda,,Dunajská Streda,44.0,48.0,2.0,4.0,,b'\x01',b'\x00',Čiastočná rekonštrukcia,1,1.0,109990.0,83379.72,111471.13002369225,26610.28,1481.1300236922543,Our Model,1481.1300236922543,1.35,1,b'\x01',
369439,Nitra,Nitra,,37.0,40.0,1.0,8.0,8.0,b'\x01',b'\x01',Kompletná rekonštrukcia,0,0.0,133900.0,127871.39,136450.68768563954,6028.610000000001,2550.6876856395393,Our Model,2550.6876856395393,1.9,1,b'\x01',
369531,Piešťany,,Piešťany,38.0,38.0,1.0,1.0,3.0,b'\x00',b'\x01',Novostavba,0,0.0,99900.0,99956.34,119563.70034237589,56.33999999999651,19663.700342375887,Other Model,19663.700342375887,19.68,1,b'\x01',
369633,Bratislava,Bratislava,,95.0,98.0,4.0,4.0,4.0,b'\x00',b'\x00',Čiastočná rekonštrukcia,0,0.0,385000.0,355587.11,399685.3049602541,29412.890000000014,14685.304960254114,Our Model,14685.304960254114,3.81,1,b'\x01',
369682,Košice,Košice,,46.0,50.68,2.0,2.0,,b'\x01',b'\x01',Novostavba,0,0.0,244000.0,250624.52,213840.01690634942,6624.5199999999895,30159.983093650575,Other Model,-30159.983093650575,-12.36,1,b'\x01',
369796,Púchov,,Púchov,69.0,70.5,2.0,3.0,1.0,b'\x00',b'\x00',Novostavba,2,2.0,184000.0,164737.45,170105.06688338934,19262.54999999999,13894.933116610657,Our Model,-13894.933116610657,-7.55,1,b'\x01',
369921,Levice,,Levice,62.0,62.0,3.0,4.0,4.0,b'\x00',b'\x00',Čiastočná rekonštrukcia,1,1.0,90000.0,98229.67,96206.24681377987,8229.669999999998,6206.246813779871,Our Model,6206.246813779871,6.9,1,b'\x01',
370047,Levice,,Levice,82.0,82.0,4.0,4.0,7.0,b'\x00',b'\x00',Kompletná rekonštrukcia,1,1.0,159000.0,149000.88,133349.3671902996,9999.119999999995,25650.632809700386,Other Model,-25650.632809700386,-16.13,1,b'\x01',
370082,Košice,Košice,,39.0,39.0,2.0,5.0,,b'\x00',b'\x00',Čiastočná rekonštrukcia,0,0.0,159900.0,133564.06,152095.58796323457,26335.940000000002,7804.412036765425,Our Model,-7804.412036765425,-4.88,1,b'\x01',
370163,Dubnica nad Váhom,,Trenčianske Teplice,54.0,54.0,2.0,1.0,3.0,b'\x00',b'\x00',Kompletná rekonštrukcia,0,0.0,114990.0,126432.64,123611.60094380064,11442.64,8621.600943800644,Our Model,8621.600943800644,7.5,1,b'\x01',
370269,Považská Bystrica,,Považská Bystrica,69.0,76.33,3.0,3.0,3.0,b'\x00',b'\x00',Novostavba,0,0.0,154000.0,174118.08,166036.29411094188,20118.079999999987,12036.294110941875,Our Model,12036.294110941875,7.82,1,b'\x01',
370279,Bratislava,,Stupava,62.0,68.45,2.0,3.0,3.0,b'\x01',b'\x01',Novostavba,0,0.0,183000.0,195992.52,207867.26973417995,12992.51999999999,24867.26973417995,Other Model,24867.26973417995,13.59,1,b'\x01',
370379,Bratislava,,,168.0,426.0,5.0,,,b'\x01',b'\x00',Novostavba,0,0.0,345000.0,,430087.29136436747,,85087.29136436747,No estimate available,85087.29136436747,24.66,1,b'\x01',
370409,Piešťany,,Piešťany,58.0,68.05,2.0,5.0,8.0,b'\x01',b'\x01',Pôvodný stav,0,0.0,195000.0,,159343.95069737508,,35656.04930262492,No estimate available,-35656.04930262492,-18.29,1,b'\x01',
370416,Bratislava,Bratislava,,85.0,90.94,3.0,3.0,8.0,b'\x01',b'\x01',Novostavba,10,10.0,485000.0,475369.8,406945.6452920304,9630.200000000012,78054.35470796959,Other Model,-78054.35470796959,-16.09,1,b'\x01',
370496,Bratislava,,Stupava,82.0,82.0,3.0,1.0,2.0,b'\x00',b'\x00',Novostavba,0,0.0,234990.0,293472.26,241263.16744908883,58482.26000000001,6273.167449088825,Our Model,6273.167449088825,2.67,1,b'\x01',
370524,Bratislava,Bratislava,,69.0,76.0,3.0,13.0,13.0,b'\x01',b'\x01',Čiastočná rekonštrukcia,0,0.0,269990.0,272915.36,278954.64234621415,2925.359999999986,8964.642346214154,Other Model,8964.642346214154,3.32,1,b'\x01',
370561,Čadca,,,71.0,75.5,4.0,1.0,2.0,b'\x00',b'\x00',Kompletná rekonštrukcia,0,0.0,155000.0,154306.62,147042.57575196458,693.3800000000047,7957.424248035415,Other Model,-7957.424248035415,-5.13,1,b'\x01',
370604,Bratislava,Bratislava,,236.0,281.0,5.0,,3.0,b'\x01',b'\x00',Kompletná rekonštrukcia,0,0.0,1490000.0,1336653.0,437196.0885677696,153347.0,1052803.9114322304,Other Model,-1052803.9114322304,-70.66,1,b'\x01',
370862,Dunajská Streda,,Dunajská Streda,380.0,380.0,5.0,,,b'\x00',b'\x00',Kompletná rekonštrukcia,1,1.0,349900.0,,256867.4336329351,,93032.5663670649,No estimate available,-93032.5663670649,-26.59,1,b'\x01',
370877,Bratislava,Bratislava,,82.0,116.09,3.0,3.0,3.0,b'\x01',b'\x01',Kompletná rekonštrukcia,0,0.0,389000.0,335356.85,397620.4043333441,53643.15000000002,8620.404333344079,Our Model,8620.404333344079,2.22,1,b'\x01',
370878,Liptovský Mikuláš,,Liptovský Mikuláš,56.0,73.0,2.0,1.0,2.0,b'\x01',b'\x00',Novostavba,0,0.0,159000.0,192123.32,181728.72546275944,33123.32000000001,22728.725462759438,Our Model,22728.725462759438,14.29,1,b'\x01',
376185,Bratislava,Bratislava,,67.0,67.0,2.0,2.0,,b'\x00',b'\x01',Čiastočná rekonštrukcia,0,0.0,270000.0,271287.47,255485.87618877017,1287.469999999972,14514.12381122983,Other Model,-14514.12381122983,-5.38,1,b'\x01',
376191,Bratislava,Bratislava,,140.0,144.75,4.0,3.0,6.0,b'\x01',b'\x01',Novostavba,0,0.0,789000.0,806015.55,659139.9693518099,17015.550000000047,129860.03064819006,Other Model,-129860.03064819006,-16.46,1,b'\x01',
376192,Levice,,Levice,63.0,63.0,3.0,4.0,4.0,b'\x00',b'\x00',Čiastočná rekonštrukcia,1,1.0,98000.0,98900.83,98092.61466524359,900.8300000000017,92.61466524358548,Our Model,92.61466524358548,0.09,1,b'\x01',
376203,Rožňava,,Rožňava,68.0,68.0,3.0,3.0,8.0,b'\x00',b'\x00',Kompletná rekonštrukcia,0,0.0,107000.0,109603.01,114815.79507598605,2603.0099999999948,7815.795075986054,Other Model,7815.795075986054,7.3,1,b'\x01',
376205,Galanta,,Sereď,65.0,65.0,3.0,5.0,7.0,b'\x00',b'\x01',Čiastočná rekonštrukcia,0,0.0,141950.0,126076.82,129020.04838714038,15873.179999999993,12929.951612859615,Our Model,-12929.951612859615,-9.11,1,b'\x01',
376206,Poprad,,,67.0,70.5,3.0,2.0,4.0,b'\x01',b'\x00',Kompletná rekonštrukcia,0,0.0,174900.0,184271.6,194671.75267022586,9371.600000000006,19771.752670225862,Other Model,19771.752670225862,11.3,1,b'\x01',
376225,Nitra,Nitra,,49.0,49.0,2.0,3.0,7.0,b'\x00',b'\x01',Čiastočná rekonštrukcia,0,0.0,138000.0,156068.83,144316.9255794275,18068.829999999987,6316.925579427509,Our Model,6316.925579427509,4.58,1,b'\x01',
376236,Malacky,,,61.0,61.0,2.0,,1.0,b'\x00',b'\x00',Novostavba,0,0.0,136000.0,,194777.7731400427,,58777.7731400427,No estimate available,58777.7731400427,43.22,1,b'\x01',
376270,Bratislava,Bratislava,,75.0,81.0,4.0,2.0,10.0,b'\x01',b'\x01',Pôvodný stav,1,1.0,245000.0,257520.28,252138.68901107108,12520.279999999999,7138.689011071081,Our Model,7138.689011071081,2.91,1,b'\x01',
376275,Senec,,Senec,69.0,69.0,3.0,6.0,8.0,b'\x00',b'\x01',Pôvodný stav,1,1.0,179990.0,195771.78,180156.17600774945,15781.779999999999,166.17600774945458,Our Model,166.17600774945458,0.09,1,b'\x01',
376277,Košice,Košice,,66.0,66.0,2.0,2.0,4.0,b'\x00',b'\x00',Čiastočná rekonštrukcia,0,0.0,119999.0,,136238.12451359694,,16239.124513596937,No estimate available,16239.124513596937,13.53,1,b'\x01',
376376,Košice,Košice,,65.0,65.0,3.0,5.0,8.0,b'\x00',b'\x00',Čiastočná rekonštrukcia,1,1.0,199000.0,199188.37,182971.23010403413,188.36999999999534,16028.769895965874,Other Model,-16028.769895965874,-8.05,1,b'\x01',
376433,Dubnica nad Váhom,,Dubnica nad Váhom,68.0,68.0,3.0,3.0,1.0,b'\x00',b'\x01',Kompletná rekonštrukcia,2,2.0,146090.0,162458.97,154669.9901057335,16368.970000000001,8579.990105733508,Our Model,8579.990105733508,5.87,1,b'\x01',
376439,Nitra,Nitra,,81.0,81.0,3.0,3.0,3.0,b'\x00',b'\x00',Kompletná rekonštrukcia,0,0.0,185000.0,219547.67,196299.11055048837,34547.67000000001,11299.110550488374,Our Model,11299.110550488374,6.11,1,b'\x01',
376473,Banská Bystrica,,,66.0,66.0,2.0,1.0,5.0,b'\x00',b'\x00',Kompletná rekonštrukcia,2,2.0,165000.0,192206.47,173058.69144597993,27206.47,8058.69144597993,Our Model,8058.69144597993,4.88,1,b'\x01',
376482,Prievidza,,,60.0,60.0,3.0,4.0,4.0,b'\x00',b'\x00',Kompletná rekonštrukcia,0,0.0,58000.0,,83179.95132375718,,25179.95132375718,No estimate available,25179.95132375718,43.41,1,b'\x01',
376521,Bratislava,Bratislava,,46.76,54.52,2.0,10.0,29.0,b'\x01',b'\x01',Novostavba,0,0.0,359900.0,324825.49,341428.25359428534,35074.51000000001,18471.746405714657,Our Model,-18471.746405714657,-5.13,1,b'\x01',
376603,Bratislava,Bratislava,,59.0,68.79,2.0,7.0,8.0,b'\x01',b'\x01',Novostavba,1,1.0,289500.0,290181.36,284836.6674697797,681.359999999986,4663.332530220272,Other Model,-4663.332530220272,-1.61,1,b'\x01',
376659,Bratislava,Bratislava,,66.0,69.0,2.0,2.0,5.0,b'\x01',b'\x01',Čiastočná rekonštrukcia,0,0.0,270000.0,256987.99,247248.68141573409,13012.01000000001,22751.318584265915,Other Model,-22751.318584265915,-8.43,1,b'\x01',
376694,Bratislava,Bratislava,,70.7,156.0,3.0,2.0,9.0,b'\x01',b'\x01',Kompletná rekonštrukcia,0,0.0,329000.0,266222.01,328645.56532622536,62777.98999999999,354.4346737746382,Our Model,-354.4346737746382,-0.11,1,b'\x01',
376701,Bratislava,Bratislava,,53.74,58.62,2.0,6.0,7.0,b'\x01',b'\x00',Novostavba,0,0.0,319990.0,294986.93,277221.46235456126,25003.070000000007,42768.537645438744,Other Model,-42768.537645438744,-13.37,1,b'\x01',
376716,Piešťany,,Piešťany,38.0,38.0,1.0,2.0,,b'\x00',b'\x01',Kompletná rekonštrukcia,0,0.0,103000.0,123573.16,113917.65017175906,20573.160000000003,10917.650171759058,Our Model,10917.650171759058,10.6,1,b'\x01',
376755,Gelnica,,,83.0,83.0,4.0,3.0,3.0,b'\x00',b'\x00',Pôvodný stav,2,2.0,70000.0,,80799.4890183985,,10799.489018398497,No estimate available,10799.489018398497,15.43,1,b'\x01',
376805,Bratislava,Bratislava,,59.0,99.15,2.0,7.0,7.0,b'\x01',b'\x01',Novostavba,2,2.0,329800.0,321570.41,345052.98193569796,8229.590000000026,15252.981935697957,Other Model,15252.981935697957,4.62,1,b'\x01',
376808,Sobrance,,Sobrance,78.0,78.0,3.0,2.0,2.0,b'\x00',b'\x01',Pôvodný stav,0,0.0,122900.0,,101420.38706427545,,21479.61293572455,No estimate available,-21479.61293572455,-17.48,1,b'\x01',
376817,Bratislava,Bratislava,,81.0,85.5,3.0,8.0,8.0,b'\x01',b'\x01',Kompletná rekonštrukcia,0,0.0,296000.0,345081.0,283563.1449686744,49081.0,12436.855031325598,Our Model,-12436.855031325598,-4.2,1,b'\x01',
376830,Bratislava,Bratislava,,116.0,135.72,4.0,2.0,5.0,b'\x01',b'\x01',Kompletná rekonštrukcia,1,1.0,427000.0,479936.24,450357.623335737,52936.23999999999,23357.62333573698,Our Model,23357.62333573698,5.47,1,b'\x01',
376851,Trnava,,,33.0,33.0,1.0,2.0,2.0,b'\x00',b'\x00',Kompletná rekonštrukcia,2,2.0,115900.0,128903.3,112144.70079599712,13003.300000000003,3755.2992040028766,Our Model,-3755.2992040028766,-3.24,1,b'\x01',
376927,Skalica,,Holíč,77.0,77.0,3.0,3.0,7.0,b'\x00',b'\x01',Čiastočná rekonštrukcia,1,1.0,128000.0,115364.27,110428.04811720803,12635.729999999996,17571.951882791967,Other Model,-17571.951882791967,-13.73,1,b'\x01',
383211,Trnava,,,55.0,103.05,2.0,2.0,2.0,b'\x01',b'\x00',Novostavba,0,0.0,193900.0,190083.13,197263.04800844172,3816.8699999999953,3363.0480084417213,Our Model,3363.0480084417213,1.73,1,b'\x01',
383234,Prievidza,,Prievidza,72.0,72.0,3.0,3.0,,b'\x00',b'\x00',Pôvodný stav,1,1.0,117700.0,109504.03,100987.28752422807,8195.970000000001,16712.71247577193,Other Model,-16712.71247577193,-14.2,1,b'\x01',
383245,Košice,Košice,,62.0,66.5,3.0,5.0,8.0,b'\x01',b'\x01',Čiastočná rekonštrukcia,1,1.0,195000.0,181075.17,199023.45903199137,13924.829999999987,4023.4590319913696,Our Model,4023.4590319913696,2.06,1,b'\x01',
383248,Nové Zámky,,Nové Zámky,61.0,61.0,2.0,1.0,7.0,b'\x00',b'\x01',Kompletná rekonštrukcia,10,10.0,128000.0,118259.95,118413.36606744476,9740.050000000003,9586.63393255524,Our Model,-9586.63393255524,-7.49,1,b'\x01',
383258,Košice,Košice,,52.0,52.0,2.0,0.0,,b'\x00',b'\x00',Kompletná rekonštrukcia,0,0.0,165000.0,204653.9,174886.39227842097,39653.899999999994,9886.392278420972,Our Model,9886.392278420972,5.99,1,b'\x01',
383259,Košice,Košice,,41.0,41.0,1.0,4.0,,b'\x00',b'\x00',Kompletná rekonštrukcia,1,1.0,155000.0,161608.21,149826.10008260614,6608.209999999992,5173.899917393865,Our Model,-5173.899917393865,-3.34,1,b'\x01',
383262,Komárno,,Komárno,80.0,88.0,3.0,2.0,2.0,b'\x00',b'\x00',Kompletná rekonštrukcia,0,0.0,150000.0,149423.59,130268.77877920822,576.4100000000035,19731.221220791776,Other Model,-19731.221220791776,-13.15,1,b'\x01',
383274,Košice,Košice,,42.0,48.0,2.0,3.0,8.0,b'\x01',b'\x01',Kompletná rekonštrukcia,0,0.0,190000.0,195936.11,184454.4472611826,5936.109999999986,5545.552738817409,Our Model,-5545.552738817409,-2.92,1,b'\x01',
